Marque,Modèle,Puissance Fiscale (CV),Puissance Moteur,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Type de Carburant,Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min
BMW,318i TOURING,8,95.0,A 6,11.6,6.1,8.1,195,ES,,,,
BMW,320d BERLINE,9,120.0,M 6,7.8,4.5,5.7,153,GO,,,,
BMW,320d BERLINE,10,120.0,A 6,9.1,5.3,6.7,179,GO,,,,
BMW,320d COUPE,10,130.0,M 6,6.1,4.2,4.9,131,GO,,,,
BMW,320d COUPE,10,130.0,A 6,7.2,4.5,5.5,145,GO,,,,
BMW,320d TOURING,9,120.0,M 6,8.1,4.6,5.9,158,GO,,,,
BMW,320d TOURING,10,120.0,A 6,9.4,5.5,6.9,184,GO,,,,
BMW,320i BERLINE,9,110.0,M 6,10.7,5.6,7.4,178,ES,,,,
BMW,320i BERLINE,9,110.0,A 6,11.0,6.2,7.9,190,ES,,,,
BMW,320i CABRIOLET,10,125.0,M 6,9.0,5.2,6.6,157,ES,,,,
BMW,320i CABRIOLET,10,125.0,A 6,9.1,5.3,6.7,161,ES,,,,
BMW,320i COUPE,10,125.0,M 6,8.7,4.9,6.3,151,ES,,,,
BMW,320i COUPE,10,125.0,A 6,8.8,5.0,6.4,154,ES,,,,
BMW,320i TOURING,9,110.0,M 6,10.8,5.7,7.6,182,ES,,,,
BMW,320i TOURING,9,110.0,A 6,11.3,6.3,8.1,196,ES,,,,
BMW,325d BERLINE,12,145.0,M 6,8.6,5.1,6.4,171,GO,,,,
BMW,325d COUPE,12,145.0,M 6,8.6,5.1,6.4,171,GO,,,,
BMW,325d COUPE,12,145.0,A 6,9.3,5.5,6.9,184,GO,,,,
BMW,325d TOURING,12,145.0,M 6,8.8,5.3,6.6,176,GO,,,,
BMW,325d TOURING,12,145.0,A 6,9.5,5.7,7.1,189,GO,,,,
BMW,325i BERLINE,14,160.0,M 6,12.1,6.2,8.4,203,ES,,,,
BMW,325i BERLINE,14,160.0,A 6,12.9,6.7,9.0,218,ES,,,,
BMW,325i CABRIOLET,13,160.0,M 6,11.0,6.1,7.9,190,ES,,,,
BMW,325i COUPE,14,160.0,M 6,12.1,6.2,8.4,203,ES,,,,
BMW,325i COUPE,14,160.0,A 6,12.9,6.7,9.0,218,ES,,,,
BMW,325i TOURING,14,160.0,M 6,12.4,6.4,8.6,208,ES,,,,
BMW,325i TOURING,14,160.0,A 6,13.2,6.9,9.2,222,ES,,,,
BMW,325xi BERLINE,14,160.0,A 6,14.4,7.3,9.9,238,ES,,,,
BMW,325xi COUPE,14,160.0,A 6,14.4,7.3,9.9,238,ES,,,,
BMW,325xi COUPE,14,160.0,A 6,14.4,7.3,9.9,238,ES,,,,
BMW,325xi TOURING,14,160.0,M 6,13.3,7.1,9.4,226,ES,,,,
BMW,325xi TOURING,15,160.0,A 6,14.4,7.6,10.1,243,ES,,,,
BMW,330d BERLINE,14,170.0,M 6,8.9,5.1,6.5,174,GO,,,,
BMW,330d BERLINE,15,170.0,A 6,10.0,5.9,7.4,197,GO,,,,
BMW,330d CABRIOLET,14,170.0,M 6,9.3,5.3,6.8,181,GO,,,,
BMW,330d CABRIOLET,15,170.0,A 6,10.0,5.9,7.4,197,GO,,,,
BMW,330d COUPE,14,170.0,M 6,8.9,5.1,6.5,174,GO,,,,
BMW,330d COUPE,15,170.0,A 6,10.0,5.9,7.4,197,GO,,,,
BMW,330d TOURING,14,170.0,M 6,9.1,5.3,6.7,179,GO,,,,
BMW,330d TOURING,15,170.0,A 6,10.3,6.1,7.6,203,GO,,,,
BMW,330i BERLINE,17,190.0,M 6,12.7,6.4,8.7,210,ES,,,,
BMW,330i BERLINE,17,190.0,A 6,12.9,6.8,9.0,216,ES,,,,
BMW,330i CABRIOLET,18,200.0,A 6,11.0,6.7,8.3,198,ES,,,,
BMW,330i COUPE,18,200.0,M 6,12.8,6.5,8.8,212,ES,,,,
BMW,330i TOURING,17,200.0,M 6,11.1,6.3,8.1,194,ES,,,,
BMW,330i TOURING,17,190.0,M 6,12.8,6.6,8.9,214,ES,,,,
BMW,330i TOURING,17,190.0,A 6,13.3,7.0,9.3,224,ES,,,,
BMW,330xd BERLINE,14,170.0,M 6,9.6,5.8,7.2,192,GO,,,,
BMW,330xd BERLINE,15,170.0,A 6,10.8,6.4,8.0,213,GO,,,,
BMW,330xd COUPE,14,170.0,M 6,9.6,5.8,7.2,192,GO,,,,
BMW,330xd COUPE,15,170.0,A 6,10.8,6.4,8.0,213,GO,,,,
BMW,330xd TOURING,15,170.0,M 6,9.8,6.0,7.4,197,GO,,,,
BMW,330xd TOURING,15,170.0,A 6,11.1,6.5,8.2,218,GO,,,,
BMW,330xi BERLINE,17,190.0,M 6,13.9,7.1,9.6,230,ES,,,,
BMW,330xi BERLINE,17,190.0,A 6,14.6,7.5,10.1,243,ES,,,,
BMW,330xi COUPE,18,200.0,M 6,13.9,7.1,9.6,230,ES,,,,
BMW,330xi COUPE,19,200.0,A 6,14.6,7.5,10.1,243,ES,,,,
